x,y,Class_ID,B1,B2,B3,Class,Description
410.8267212,-0.893005371,1,218,219,211,Class_1,LS Block
469.2142944,-211.0841064,2,105,99,87,Class_2,Grass
269.9157104,-438.0419922,2,109,107,92,Class_2,Grass
211.1660767,-361.7940063,1,122,119,110,Class_1,LS Block
372.9049072,-317.8469849,1,154,155,139,Class_1,LS Block
188.9276733,-341.093689,1,147,155,142,Class_1,LS Block
473.9672852,-338.0911865,2,95,95,83,Class_2,Grass
287.869873,-249.0549927,1,207,215,200,Class_1,LS Block
256.1588745,-447.1524048,2,114,115,99,Class_2,Grass
171.6976929,-102.9176025,2,105,110,87,Class_2,Grass
152.0900879,-401.7125854,1,145,149,135,Class_1,LS Block
492.8190918,-218.0587158,2,105,103,88,Class_2,Grass
689.4550781,-362.8717041,1,184,182,170,Class_1,LS Block
266.0913086,-269.0270996,1,191,204,187,Class_1,LS Block
185.1290894,-308.1063843,1,98,102,87,Class_1,LS Block
235.223877,-534.3806763,3,53,83,47,Class_3,Vegitation
259.0258789,-532.0501099,3,62,88,61,Class_3,Vegitation
125.0211182,-32.99108887,3,36,62,33,Class_3,Vegitation
254.5942993,-482.4799805,1,156,156,144,Class_1,LS Block
331.171875,-203.8765259,1,177,180,169,Class_1,LS Block
509.0393066,-194.0031128,2,100,102,88,Class_2,Grass
91.27667236,-147.2011108,2,118,116,101,Class_2,Grass
507.7183228,-223.8505859,2,101,105,88,Class_2,Grass
476.1049194,-200.8087158,2,109,105,93,Class_2,Grass
281.0150757,-527.1984863,1,193,217,185,Class_1,LS Block
325.1588745,-233.2006836,1,131,131,119,Class_1,LS Block
286.0488892,-251.1998901,1,208,219,203,Class_1,LS Block
406.3400879,-28.72558594,1,171,179,164,Class_1,LS Block
79.92608643,-151.1931763,2,119,116,101,Class_2,Grass
481.1608887,-202.0921021,2,98,94,83,Class_2,Grass
90.07427979,-145.0369263,2,114,112,97,Class_2,Grass
255.9224854,-525.8920288,3,64,93,62,Class_3,Vegitation
661.6636963,-198.5161133,1,163,159,147,Class_1,LS Block
110.947876,-139.1210938,2,108,111,92,Class_2,Grass
516.758728,-208.071228,2,102,100,85,Class_2,Grass
261.114502,-535.9744263,3,59,85,58,Class_3,Vegitation
465.7713013,-200.0822754,2,99,100,86,Class_2,Grass
342.0675049,-162.9365845,3,58,88,54,Class_3,Vegitation
263.9979248,-536.0046997,3,61,83,60,Class_3,Vegitation
92.96008301,-139.1691895,2,113,118,98,Class_2,Grass
506.2451172,-202.1853027,2,95,97,83,Class_2,Grass
93.97009277,-137.1491089,2,105,113,92,Class_2,Grass
59.89831543,-425.9406128,2,131,124,114,Class_2,Grass
262.9962769,-266.9033813,3,38,58,31,Class_3,Vegitation
502.3494873,-210.4578247,2,101,103,89,Class_2,Grass
224.2213135,-302.0675049,1,175,183,168,Class_1,LS Block
81.89788818,-144.0269165,2,121,115,101,Class_2,Grass
250.9799194,-507.9049072,3,24,49,20,Class_3,Vegitation
282.7139282,-232.3773804,1,242,254,240,Class_1,LS Block
476.0408936,-213.7625122,2,118,112,100,Class_2,Grass
503.0048828,-220.8206177,2,95,97,83,Class_2,Grass
101.8577271,-156.0509033,2,100,110,83,Class_2,Grass
258.5726929,-133.0828857,1,160,167,151,Class_1,LS Block
424.9896851,-11.10308838,1,215,216,210,Class_1,LS Block
257.1685181,-274.9489746,1,132,149,130,Class_1,LS Block
262.9249268,-250.9696045,1,212,227,208,Class_1,LS Block
262.9359131,-439.0361938,2,110,108,93,Class_2,Grass
67.72351074,-427.2092285,2,136,130,118,Class_2,Grass
490.6549072,-224.2631226,2,94,95,79,Class_2,Grass
489.0487061,-199.0620117,2,113,109,98,Class_2,Grass
196.8173218,-444.5739136,3,60,78,56,Class_3,Vegitation
485.8262939,-210.1721802,2,95,93,78,Class_2,Grass
523.1746826,-203.3737793,2,99,101,87,Class_2,Grass
521.0153198,-210.1994019,2,103,101,86,Class_2,Grass
317.8743286,-230.3947754,1,141,141,129,Class_1,LS Block
494.1889038,-339.6209106,2,90,97,81,Class_2,Grass
464.0759277,-196.1864014,2,113,115,101,Class_2,Grass
353.611084,-131.9970093,1,190,192,181,Class_1,LS Block
286.6558838,-251.0784912,1,227,238,222,Class_1,LS Block
339.072876,-158.8897095,3,52,90,41,Class_3,Vegitation
253.9581299,-350.980896,2,91,92,76,Class_2,Grass
184.2373047,-113.9656982,2,100,112,88,Class_2,Grass
493.9735107,-216.0386963,2,97,95,80,Class_2,Grass
381.2415161,-296.0435181,1,159,162,145,Class_1,LS Block
250.3408813,-529.0986938,3,0,15,0,Class_3,Vegitation
174.2006836,-420.1066284,1,91,90,72,Class_1,LS Block
391.1530762,-73.77038574,3,70,93,64,Class_3,Vegitation
388.0772705,-69.11651611,3,60,83,57,Class_3,Vegitation
188.2559204,-440.1853027,3,67,87,60,Class_3,Vegitation
418.008728,-12.13580322,1,206,209,202,Class_1,LS Block
335.1068726,-164.960083,3,45,69,37,Class_3,Vegitation
488.1287231,-347.0516968,2,104,106,92,Class_2,Grass
483.1146851,-347.015625,2,108,110,96,Class_2,Grass
490.0405273,-348.1337891,2,100,102,88,Class_2,Grass
111.1882935,-146.046875,2,100,101,85,Class_2,Grass
235.9083252,-266.0438843,1,190,193,174,Class_1,LS Block
501.0435181,-225.0325928,2,98,101,84,Class_2,Grass
459.9998779,-197.1243286,2,101,102,86,Class_2,Grass
248.3444824,-528.8289185,3,49,66,48,Class_3,Vegitation
69.13427734,-426.1190186,2,121,115,103,Class_2,Grass
479.8109131,-338.1271973,2,81,88,72,Class_2,Grass
190.9899292,-440.0413818,3,53,73,46,Class_3,Vegitation
99.35668945,-143.0169067,2,113,112,94,Class_2,Grass
116.2385254,-150.9526978,2,107,106,88,Class_2,Grass
272.8596802,-268.0255127,1,200,213,195,Class_1,LS Block
197.7609253,-484.0324097,3,51,75,53,Class_3,Vegitation
489.3153076,-226.3956909,2,106,104,89,Class_2,Grass
490.2130737,-226.3956909,2,105,106,90,Class_2,Grass
465.0164795,-214.9946289,2,98,92,80,Class_2,Grass
88.1505127,-151.0007935,2,121,119,104,Class_2,Grass
264.9995117,-540.8914185,3,63,82,60,Class_3,Vegitation
183.8790894,-312.010498,1,172,176,161,Class_1,LS Block
498.0424805,-209.9797974,2,96,98,84,Class_2,Grass
511.0233154,-195.0131836,2,104,108,93,Class_2,Grass
343.9411011,-154.1270142,3,130,155,115,Class_3,Vegitation
477.6019287,-202.0921021,2,109,105,93,Class_2,Grass
513.9810791,-194.1113892,2,91,93,79,Class_2,Grass
261.0690918,-437.0679932,2,109,107,92,Class_2,Grass
173.0516968,-44.06109619,3,52,95,52,Class_3,Vegitation
325.1824951,-204.3082275,1,172,180,167,Class_1,LS Block
358.9464722,-138.7402954,1,203,205,192,Class_1,LS Block
252.5198975,-351.0493774,2,100,101,87,Class_2,Grass
479.9105225,-209.065979,2,111,108,93,Class_2,Grass
235.0808716,-305.2352905,3,63,81,65,Class_3,Vegitation
509.9788818,-216.9248047,2,91,93,79,Class_2,Grass
478.8043213,-201.2263794,2,108,104,92,Class_2,Grass
219.053894,-351.789978,1,206,204,192,Class_1,LS Block
191.4332886,-315.104126,1,200,207,191,Class_1,LS Block
662.1795044,-367.4888916,1,218,215,200,Class_1,LS Block
113.9298706,-145.1812134,2,100,99,81,Class_2,Grass
474.9265137,-346.2219849,2,112,114,101,Class_2,Grass
467.1911011,-193.0491943,2,108,109,95,Class_2,Grass
491.8862915,-198.9177856,2,110,106,95,Class_2,Grass
474.9506836,-194.7807007,2,110,106,94,Class_2,Grass
228.3084717,-306.9238281,1,208,218,207,Class_1,LS Block
211.0689087,-318.4169922,1,112,115,104,Class_1,LS Block
682.6571045,-113.8289185,1,160,156,144,Class_1,LS Block
167.4476929,-445.9884033,3,63,88,59,Class_3,Vegitation
101.2266846,-235.3760986,1,136,139,122,Class_1,LS Block
387.9962769,-77.9387207,3,73,100,67,Class_3,Vegitation
120.182312,-148.9326782,2,108,107,89,Class_2,Grass
478.9484863,-208.0078125,2,110,106,94,Class_2,Grass
197.0089111,-334.0823975,1,160,176,150,Class_1,LS Block
252.3120728,-281.1810913,1,172,181,162,Class_1,LS Block
343.0792847,-174.1870117,3,50,82,45,Class_3,Vegitation
258.291687,-536.0958252,3,81,107,80,Class_3,Vegitation
199.3355103,-447.2359009,3,75,92,76,Class_3,Vegitation
342.9578857,-177.9910889,3,44,73,42,Class_3,Vegitation
500.3051147,-200.9882202,2,109,107,94,Class_2,Grass
150.1060791,-401.0632935,1,191,195,181,Class_1,LS Block
269.9562988,-443.2363281,2,108,106,91,Class_2,Grass
340.0020752,-155.0982056,3,91,120,76,Class_3,Vegitation
262.9658813,-533.7891235,3,45,69,43,Class_3,Vegitation
212.0639038,-350.7639771,1,139,140,134,Class_1,LS Block
201.743103,-337.0883789,3,84,116,79,Class_3,Vegitation
507.9589233,-216.1552124,2,101,103,89,Class_2,Grass
498.0424805,-195.935791,2,108,106,93,Class_2,Grass
496.2631226,-210.0759888,2,95,96,82,Class_2,Grass
397.7260742,-291.7351074,1,241,240,219,Class_1,LS Block
178.1810913,-51.22412109,3,49,83,48,Class_3,Vegitation
262.9359131,-436.0535278,2,99,97,82,Class_2,Grass
233.8571167,-531.2150879,3,38,64,29,Class_3,Vegitation
188.1699219,-434.2584839,3,22,47,18,Class_3,Vegitation
258.8657227,-358.9359131,2,103,97,83,Class_2,Grass
465.8823242,-219.6599121,2,114,108,96,Class_2,Grass
94.93188477,-147.0568848,2,111,109,94,Class_2,Grass
665.0526733,-149.548584,1,216,223,207,Class_1,LS Block
183.111084,-115.2896118,2,100,112,88,Class_2,Grass
407.1035156,-6.99029541,1,145,159,142,Class_1,LS Block
477.0247192,-192.1361084,2,114,110,98,Class_2,Grass
80.11828613,-156.1951904,2,117,114,99,Class_2,Grass
167.376709,-328.0170898,1,157,164,146,Class_1,LS Block
510.770874,-205.8707886,2,95,99,84,Class_2,Grass
260.1763306,-449.1408081,2,85,87,66,Class_2,Grass
261.2720947,-439.0361938,2,109,107,92,Class_2,Grass
254.9852905,-357.3153076,2,95,92,77,Class_2,Grass
494.1469116,-201.130188,2,101,97,86,Class_2,Grass
509.2590942,-191.1895142,2,98,100,86,Class_2,Grass
493.762085,-196.9458008,2,100,96,85,Class_2,Grass
492.7039185,-198.0039063,2,98,94,83,Class_2,Grass
256.9058838,-260.9799805,1,165,184,156,Class_1,LS Block
387.6165161,-17.98791504,1,189,188,183,Class_1,LS Block
213.0184937,-472.8651123,3,53,75,54,Class_3,Vegitation
205.1381226,-359.8059082,1,196,191,187,Class_1,LS Block
505.1870728,-198.9147949,2,97,98,84,Class_2,Grass
516.1094971,-193.0291748,2,100,102,88,Class_2,Grass
511.0233154,-199.0892944,2,94,98,83,Class_2,Grass
92.04608154,-147.3936157,2,120,118,103,Class_2,Grass
227.7844849,-488.4718018,3,39,47,32,Class_3,Vegitation
112.9678955,-152.9727173,2,109,108,90,Class_2,Grass
199.9229126,-314.0249023,1,158,155,146,Class_1,LS Block
177.1602783,-444.9091797,3,69,95,66,Class_3,Vegitation
254.2244873,-530.2075806,3,79,102,76,Class_3,Vegitation
657.0772705,-200.8901978,1,168,166,153,Class_1,LS Block
669.02948,-247.2434082,1,171,169,157,Class_1,LS Block
652.034729,-161.6046753,1,216,218,204,Class_1,LS Block
258.932312,-127.3272095,1,130,134,117,Class_1,LS Block
682.2011108,-120.5551758,1,168,168,156,Class_1,LS Block
274.0737305,-268.9359131,1,176,191,172,Class_1,LS Block
152.053894,-405.1033936,1,179,183,169,Class_1,LS Block
273.1824951,-449.1002808,2,104,102,89,Class_2,Grass
323.2163086,-225.7543945,1,121,121,109,Class_1,LS Block
478.1008911,-339.8734131,2,81,87,73,Class_2,Grass
109.0720825,-155.0889893,2,105,108,87,Class_2,Grass
321.8737183,-27.3795166,1,218,223,201,Class_1,LS Block
516.0870972,-219.8106079,2,69,73,56,Class_2,Grass
90.9006958,-245.8814087,1,129,133,119,Class_1,LS Block
487.1248779,-194.156189,2,106,102,91,Class_2,Grass
514.3059082,-199.8828125,2,99,101,87,Class_2,Grass
86.17852783,-139.9387207,2,110,111,93,Class_2,Grass
479.7661133,-204.208313,2,101,97,86,Class_2,Grass
218.0919189,-346.9804077,1,166,168,154,Class_1,LS Block
338.6530762,-153.2097168,3,119,136,100,Class_3,Vegitation
505.0250854,-213.0289917,2,96,98,84,Class_2,Grass
77.0402832,-144.1712036,2,112,109,92,Class_2,Grass
518.1071167,-213.0770874,2,97,95,80,Class_2,Grass
150.0338745,-403.083313,1,217,221,207,Class_1,LS Block
655.2161255,-247.2434082,1,203,205,192,Class_1,LS Block
174.9121094,-33.22460938,3,24,55,23,Class_3,Vegitation
488.086731,-210.1240845,2,90,88,73,Class_2,Grass
186.909729,-307.8366089,1,117,124,108,Class_1,LS Block
654.9729004,-197.2750244,1,146,144,129,Class_1,LS Block
510.940918,-224.0430298,2,69,76,58,Class_2,Grass
493.0407104,-196.3204956,2,113,109,98,Class_2,Grass
319.0075073,-232.3372803,1,151,151,139,Class_1,LS Block
360.0795288,-132.9937134,1,206,210,196,Class_1,LS Block
477.9575195,-218.0587158,2,115,109,97,Class_2,Grass
508.0551147,-218.9929199,2,92,94,80,Class_2,Grass
654.8563232,-242.9268188,1,227,227,215,Class_1,LS Block
188.0966797,-306.3256836,1,131,138,122,Class_1,LS Block
248.104126,-152.1166992,1,161,162,148,Class_1,LS Block
186.0114746,-437.2802124,3,68,91,63,Class_3,Vegitation
387.2678833,-82.87591553,3,33,57,31,Class_3,Vegitation
364.0587158,-160.034729,1,177,179,168,Class_1,LS Block
464.9417114,-201.1282959,2,103,105,91,Class_2,Grass
397.1417236,-32.45629883,1,188,192,178,Class_1,LS Block
387.0770874,-311.7548218,1,219,215,203,Class_1,LS Block
131.0285034,-312.9458008,1,160,156,144,Class_1,LS Block
384.9613037,-82.99737549,3,51,77,48,Class_3,Vegitation
179.1240845,-113.1135864,2,98,103,81,Class_2,Grass
93.68151855,-146.046875,2,110,108,93,Class_2,Grass
184.963501,-458.9244995,3,65,90,60,Class_3,Vegitation
388.0369263,-71.94927979,3,73,100,67,Class_3,Vegitation
259.2114868,-488.2086792,1,174,178,164,Class_1,LS Block
186.3792725,-447.9785767,3,80,100,75,Class_3,Vegitation
656.0075073,-251.7041016,1,156,156,144,Class_1,LS Block
358.2163086,-152.3214111,1,101,102,94,Class_1,LS Block
192.0009155,-345.2822876,1,166,172,162,Class_1,LS Block
227.1340942,-344.1588135,1,170,170,158,Class_1,LS Block
103.7816772,-137.1491089,2,110,111,93,Class_2,Grass
497.6287231,-218.2510986,2,98,100,86,Class_2,Grass
419.8892822,-4.991821289,1,218,221,214,Class_1,LS Block
216.7642822,-476.2022095,3,36,53,35,Class_3,Vegitation
479.0446777,-192.039978,2,101,97,85,Class_2,Grass
293.7874756,-249.1968994,1,141,158,140,Class_1,LS Block
257.2294922,-543.1677856,3,35,54,34,Class_3,Vegitation
97.09631348,-151.9627075,2,103,110,92,Class_2,Grass
216.8984985,-513.3753052,3,60,87,54,Class_3,Vegitation
105.1282959,-152.0108032,2,121,130,103,Class_2,Grass
199.0537109,-419.0391235,3,56,79,63,Class_3,Vegitation
384.2791138,-21.82891846,1,134,136,122,Class_1,LS Block
272.1275024,-443.0131836,2,94,90,79,Class_2,Grass
234.0690918,-301.8762817,3,64,82,60,Class_3,Vegitation
330.2584839,-186.0308838,3,63,81,59,Class_3,Vegitation
219.9298706,-476.130188,3,48,65,46,Class_3,Vegitation
481.1710815,-191.1253052,2,102,98,87,Class_2,Grass
479.9105225,-210.1721802,2,113,110,95,Class_2,Grass
258.1702881,-538.159729,3,79,105,78,Class_3,Vegitation
303.8657227,-228.9240112,1,239,245,235,Class_1,LS Block
466.9257202,-198.1342773,2,102,103,89,Class_2,Grass
101.9476929,-74.96588135,3,52,78,49,Class_3,Vegitation
488.1829224,-199.0620117,2,121,117,106,Class_2,Grass
250.9882813,-529.0447998,3,13,32,12,Class_3,Vegitation
215.1179199,-510.2457886,3,42,72,38,Class_3,Vegitation
124.1260986,-137.1972046,2,108,107,89,Class_2,Grass
658.3817139,-253.2149048,1,172,170,158,Class_1,LS Block
213.3062744,-476.8222046,3,35,52,36,Class_3,Vegitation
164.9664917,-419.1447144,1,207,214,196,Class_1,LS Block
464.0546875,-222.2089844,2,100,94,82,Class_2,Grass
499.9028931,-346.9647827,2,96,99,82,Class_2,Grass
205.0140991,-494.1375122,3,68,88,61,Class_3,Vegitation
205.2611084,-481.0108032,3,62,81,61,Class_3,Vegitation
467.1060791,-196.0061035,2,109,110,96,Class_2,Grass
407.8588867,-18.32159424,1,240,248,235,Class_1,LS Block
377.0344849,-77.01391602,3,84,108,72,Class_3,Vegitation
337.2994995,-218.038208,1,151,153,140,Class_1,LS Block
261.8796997,-283.4335938,1,201,205,191,Class_1,LS Block
268.9215088,-441.2072754,2,101,99,84,Class_2,Grass
499.9854736,-218.2991943,2,95,97,83,Class_2,Grass
485.5377197,-194.1080933,2,106,102,91,Class_2,Grass
468.8895264,-202.8236084,2,98,99,85,Class_2,Grass
469.8994751,-209.1362915,2,109,103,91,Class_2,Grass
256.3994751,-278.267395,1,217,230,212,Class_1,LS Block
408.8303223,-5.047790527,1,97,109,95,Class_1,LS Block
168.9584961,-443.9379883,3,47,71,45,Class_3,Vegitation
183.067688,-41.05621338,3,95,143,93,Class_3,Vegitation
659.1276855,-180.817688,1,239,239,229,Class_1,LS Block
503.8884888,-194.1533203,2,104,105,91,Class_2,Grass
410.8806763,-2.133911133,1,171,174,165,Class_1,LS Block
479.1118774,-225.2730103,2,117,105,91,Class_2,Grass
181.1442871,-32.17230225,3,70,111,67,Class_3,Vegitation
359.8905029,-146.1942749,1,195,197,186,Class_1,LS Block
478.8582764,-343.9855957,2,99,105,91,Class_2,Grass
180.6699219,-42.93811035,3,91,138,86,Class_3,Vegitation
423.3126831,-13.09179688,1,156,157,151,Class_1,LS Block
310.1583252,-222.0852051,1,176,177,161,Class_1,LS Block
88.7756958,-150.6641235,2,121,119,104,Class_2,Grass
196.6015015,-443.1350098,3,65,83,61,Class_3,Vegitation
488.164917,-341.9655762,2,89,93,78,Class_2,Grass
326.8419189,-4.031311035,1,156,157,141,Class_1,LS Block
251.7733154,-158.8795776,1,177,178,164,Class_1,LS Block
304.7828979,-237.1798096,1,205,209,192,Class_1,LS Block
518.7786865,-192.9210205,2,87,89,75,Class_2,Grass
254.9832764,-540.1932983,3,78,104,77,Class_3,Vegitation
77.95410156,-146.046875,2,119,113,97,Class_2,Grass
513.0571289,-216.8286133,2,101,104,87,Class_2,Grass
264.9793091,-263.1397095,3,43,66,38,Class_3,Vegitation
493.9735107,-217.9625244,2,102,100,85,Class_2,Grass
172.8999023,-114.0723267,2,111,114,93,Class_2,Grass
94.93389893,-236.96698,1,97,100,81,Class_1,LS Block
115.7094727,-148.0187988,2,116,115,97,Class_2,Grass
121.2404785,-154.1270142,2,102,101,83,Class_2,Grass
212.1210938,-317.2028809,1,207,213,201,Class_1,LS Block
262.9589233,-273.2354126,1,135,147,133,Class_1,LS Block
342.0270996,-158.9707031,3,107,143,97,Class_3,Vegitation
477.8123169,-345.1759033,2,105,111,97,Class_2,Grass
467.036499,-213.1188965,2,109,103,91,Class_2,Grass
468.7943115,-225.1773071,2,106,97,88,Class_2,Grass
498.0632935,-341.085083,2,99,102,85,Class_2,Grass
307.0286865,-219.1713867,1,197,202,182,Class_1,LS Block
512.862915,-204.1754761,2,103,105,91,Class_2,Grass
155.6677246,-316.7937012,1,153,156,137,Class_1,LS Block
256.1723022,-358.8903809,2,112,106,92,Class_2,Grass
472.8344727,-226.267395,2,104,94,84,Class_2,Grass
71.12231445,-424.9647217,2,138,132,120,Class_2,Grass
414.0576782,-267.7775269,1,208,210,196,Class_1,LS Block
249.8286743,-512.2216797,3,44,69,40,Class_3,Vegitation
92.01928711,-83.05950928,3,45,69,37,Class_3,Vegitation
193.0479126,-335.1524048,1,157,166,149,Class_1,LS Block
214.885498,-357.7539063,1,164,160,151,Class_1,LS Block
232.2481079,-307.9465942,3,20,42,21,Class_3,Vegitation
286.0488892,-260.9934082,1,230,238,225,Class_1,LS Block
465.9876709,-196.0421753,2,109,110,96,Class_2,Grass
193.9254761,-425.9849243,3,49,71,50,Class_3,Vegitation
468.2171021,-346.2219849,2,92,92,80,Class_2,Grass
252.2028809,-508.84021,3,19,44,15,Class_3,Vegitation
184.1472778,-331.9882202,1,147,151,137,Class_1,LS Block
174.7717285,-105.9611816,2,98,101,80,Class_2,Grass
264.0112915,-438.0217285,2,100,98,83,Class_2,Grass
473.1099243,-220.0300293,2,107,101,89,Class_2,Grass
259.1195068,-521.0761108,3,26,55,25,Class_3,Vegitation
460.2885132,-198.9279175,2,104,105,89,Class_2,Grass
270.9302979,-443.0333862,2,105,103,88,Class_2,Grass
438.1193237,-493.0134888,1,142,138,126,Class_1,LS Block
509.0393066,-197.0692749,2,83,85,71,Class_2,Grass
272.2288818,-440.0303955,2,108,106,94,Class_2,Grass
497.161499,-343.9708862,2,110,113,96,Class_2,Grass
267.9071045,-448.1466064,2,110,107,92,Class_2,Grass
260.7490845,-353.5946045,2,110,107,92,Class_2,Grass
179.7683105,-36.78582764,3,81,132,76,Class_3,Vegitation
490.906311,-347.2319946,2,103,105,91,Class_2,Grass
473.0269165,-193.9470215,2,103,101,88,Class_2,Grass
183.8720703,-103.9067993,2,101,111,87,Class_2,Grass
476.6588745,-224.9844971,2,114,100,87,Class_2,Grass
226.1130981,-282.2203979,3,61,87,58,Class_3,Vegitation
475.0789185,-216.968811,2,106,100,88,Class_2,Grass
322.4069214,-227.0493774,1,129,129,117,Class_1,LS Block
424.1094971,-10.16210938,1,198,199,193,Class_1,LS Block
88.00610352,-144.1231079,2,116,113,98,Class_2,Grass
82.76367188,-147.0568848,2,126,120,106,Class_2,Grass
189.1218872,-305.1386108,1,155,162,146,Class_1,LS Block
83.62927246,-153.9345093,2,110,108,93,Class_2,Grass
116.9598999,-150.1831055,2,110,109,91,Class_2,Grass
459.8220825,-202.9226074,2,112,109,94,Class_2,Grass
488.086731,-200.0720825,2,110,106,95,Class_2,Grass
120.182312,-139.072998,2,114,113,95,Class_2,Grass
277.8248901,-250.0604858,3,44,68,46,Class_3,Vegitation
658.1315308,-224.0114746,1,146,146,134,Class_1,LS Block
296.8331299,-535.0648804,1,208,208,200,Class_1,LS Block
203.9196777,-353.9703979,1,145,150,144,Class_1,LS Block
494.0697021,-213.008606,2,102,100,85,Class_2,Grass
93.96191406,-90.02032471,3,49,70,39,Class_3,Vegitation
290.0629272,-533.9550171,3,40,69,39,Class_3,Vegitation
505.9564819,-197.1351929,2,93,95,81,Class_2,Grass
411.9711304,-260.0794067,1,182,180,167,Class_1,LS Block
90.07427979,-137.9187012,2,106,111,91,Class_2,Grass
467.6398926,-348.1699219,2,109,109,97,Class_2,Grass
494.8201294,-197.0900879,2,108,104,93,Class_2,Grass
659.3521118,-298.2236938,1,196,198,185,Class_1,LS Block
485.8452759,-224.1668091,2,103,100,85,Class_2,Grass
98.0100708,-144.1231079,2,114,111,96,Class_2,Grass
59.96228027,-422.1571045,2,121,114,104,Class_2,Grass
469.5026855,-214.1503296,2,108,102,90,Class_2,Grass
484.9124756,-199.6873169,2,109,105,94,Class_2,Grass
304.8909302,-228.6002808,1,242,245,238,Class_1,LS Block
492.8963013,-210.2683105,2,110,108,93,Class_2,Grass
86.99609375,-148.0668945,2,119,116,101,Class_2,Grass
469.9196777,-201.0200806,2,99,100,86,Class_2,Grass
104.052124,-71.99810791,3,61,92,61,Class_3,Vegitation
197.111084,-419.2009888,3,49,74,52,Class_3,Vegitation
235.2069092,-266.9611816,1,200,203,184,Class_1,LS Block
238.9841309,-273.274292,1,179,186,168,Class_1,LS Block
275.1101074,-442.1812134,2,105,101,90,Class_2,Grass
260.9802856,-522.0061035,3,60,86,59,Class_3,Vegitation
418.2136841,-13.11462402,1,206,209,202,Class_1,LS Block
475.6478882,-344.2020264,2,107,109,96,Class_2,Grass
501.098877,-207.1873169,2,91,92,78,Class_2,Grass
256.8457031,-353.0695801,2,113,107,93,Class_2,Grass
187.9348755,-314.2576904,1,111,118,102,Class_1,LS Block
521.8449097,-210.2354126,2,106,107,91,Class_2,Grass
473.5916748,-340.7390747,2,106,106,94,Class_2,Grass
515.2437134,-207.0250854,2,108,109,95,Class_2,Grass
251.7457275,-272.0756836,1,156,170,147,Class_1,LS Block
408.8842773,-22.09869385,1,176,188,174,Class_1,LS Block
674.2042847,-340.920105,1,140,140,128,Class_1,LS Block
111.7655029,-150.0388794,2,102,101,83,Class_2,Grass
250.1165161,-513.7324829,3,56,82,53,Class_3,Vegitation
115.9016724,-144.0750122,2,106,105,87,Class_2,Grass
460.7841187,-205.1831055,2,95,92,77,Class_2,Grass
85.84191895,-138.9287109,2,107,110,91,Class_2,Grass
373.6743164,-334.9691162,1,195,189,173,Class_1,LS Block
119.1240845,-137.7744141,2,96,95,77,Class_2,Grass
177.2540894,-48.90667725,3,66,100,65,Class_3,Vegitation
183.7050781,-47.09631348,3,32,66,31,Class_3,Vegitation
464.0546875,-204.9907227,2,105,106,92,Class_2,Grass
510.2296753,-195.0131836,2,97,101,86,Class_2,Grass
271.8884888,-269.2092285,1,194,207,190,Class_1,LS Block
94.06628418,-138.0629883,2,108,113,93,Class_2,Grass
379.8004761,-28.0880127,1,165,168,151,Class_1,LS Block
427.0452881,-492.1478271,1,178,176,163,Class_1,LS Block
490.1256714,-219.2130127,2,101,99,84,Class_2,Grass
458.9536743,-197.9179077,2,94,95,79,Class_2,Grass
391.1779175,-15.88348389,1,214,213,208,Class_1,LS Block
81.99407959,-147.0568848,2,124,118,104,Class_2,Grass
400.0283203,-292.9581909,1,157,154,139,Class_1,LS Block
491.736084,-346.1859131,2,104,106,92,Class_2,Grass
285.0371094,-261.7218018,1,142,148,138,Class_1,LS Block
378.0966797,-76.89251709,3,86,112,75,Class_3,Vegitation
180.0523071,-112.2612915,2,96,101,79,Class_2,Grass
196.7874756,-419.9564209,3,45,68,48,Class_3,Vegitation
187.0328979,-439.25,3,62,85,57,Class_3,Vegitation
262.1038818,-436.3579102,2,102,100,85,Class_2,Grass
518.1071167,-221.0130005,2,107,111,94,Class_2,Grass
458.9083252,-210.9545898,2,93,89,77,Class_2,Grass
97.00012207,-137.1491089,2,116,115,97,Class_2,Grass
161.4042969,-445.4487915,3,62,89,58,Class_3,Vegitation
176.9354858,-34.27679443,3,81,125,76,Class_3,Vegitation
104.3587036,-140.9487915,2,110,113,94,Class_2,Grass
202.1832886,-433.0144043,3,63,83,58,Class_3,Vegitation
188.9061279,-306.59552,1,145,152,136,Class_1,LS Block
468.6019287,-226.2033081,2,99,92,82,Class_2,Grass
184.2388916,-313.305481,1,126,130,115,Class_1,LS Block
500.1915283,-338.9569092,2,101,104,87,Class_2,Grass
274.9517212,-245.0422974,3,46,72,43,Class_3,Vegitation
195.9240723,-432.9064941,3,79,105,80,Class_3,Vegitation
217.1547241,-489.6049805,3,0,1,0,Class_3,Vegitation
176.0957031,-110.1917114,2,107,109,88,Class_2,Grass
103.973877,-138.0629883,2,106,107,89,Class_2,Grass
103.1887207,-71.02679443,3,46,75,45,Class_3,Vegitation
228.0150757,-282.1798096,3,51,76,47,Class_3,Vegitation
465.8823242,-217.2070923,2,110,104,92,Class_2,Grass
216.8734741,-345.8901978,1,169,173,159,Class_1,LS Block
511.9973145,-195.265686,2,107,109,95,Class_2,Grass
211.5949097,-315.0579834,1,191,197,185,Class_1,LS Block
480.0272827,-341.1572876,2,100,107,91,Class_2,Grass
283.0914917,-230.8665771,1,224,237,220,Class_1,LS Block
490.6359253,-201.611084,2,95,91,80,Class_2,Grass
